node,resource_name,resource_code,direction,pol_min_power_of_unit,pol_min_power_of_unit_plant,pol_max_power_of_unit_plant,pol_max_power_of_unit,from_dtime,from_dtime_utc,to_dtime,to_dtime_utc,time_conditions,limiting_element,add_cond,business_date,publication_ts,publication_ts_utc,year,month,period
,,"Opole B1, Opole B2",,,,558.0,,,,,,,,,2026-01-30,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,1,January 2026
,,"Opole B1, Opole B2",,,,558.0,,,,,,,,,2026-01-31,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,1,January 2026
,,"Opole B1, Opole B2",,,,558.0,,,,,,,,,2026-02-01,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Opole B1, Opole B2",,,,558.0,,,,,,,,,2026-02-02,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Opole B1, Opole B2",,,,558.0,,,,,,,,,2026-02-03,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Opole B1, Opole B2",,,,558.0,,,,,,,,,2026-02-04,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Opole B1, Opole B2",,,,558.0,,,,,,,,,2026-02-05,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Opole B1, Opole B2",,,,558.0,,,,,,,,,2026-02-06,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Opole B1, Opole B2",,,,558.0,,,,,,,,,2026-02-07,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Opole B1, Opole B2",,,,558.0,,,,,,,,,2026-02-08,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Opole B1, Opole B2",,,,558.0,,,,,,,,,2026-02-09,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Opole B1, Opole B2",,,,558.0,,,,,,,,,2026-02-10,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Opole B1, Opole B2",,,,558.0,,,,,,,,,2026-02-11,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Opole B1, Opole B2",,,,558.0,,,,,,,,,2026-02-12,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Opole B1, Opole B2",,,,558.0,,,,,,,,,2026-02-13,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Opole B1, Opole B2",,,,558.0,,,,,,,,,2026-02-14,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Opole B1, Opole B2",,,,558.0,,,,,,,,,2026-02-15,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Opole B1, Opole B2",,,,558.0,,,,,,,,,2026-02-16,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Rybnik B5, Rybnik B6",,,2.0,,,,,,,,,,2026-01-27,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,1,January 2026
,,"Rybnik B5, Rybnik B6",,,2.0,,,,,,,,,,2026-01-28,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,1,January 2026
,,"Rybnik B5, Rybnik B6",,,2.0,,,,,,,,,,2026-01-29,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,1,January 2026
,,"Rybnik B5, Rybnik B6",,,2.0,,,,,,,,,,2026-01-30,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,1,January 2026
,,"Rybnik B5, Rybnik B6",,,2.0,,,,,,,,,,2026-01-31,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,1,January 2026
,,"Rybnik B5, Rybnik B6",,,2.0,,,,,,,,,,2026-02-01,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Rybnik B5, Rybnik B6",,,2.0,,,,,,,,,,2026-02-02,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Rybnik B5, Rybnik B6",,,2.0,,,,,,,,,,2026-02-03,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Rybnik B5, Rybnik B6",,,2.0,,,,,,,,,,2026-02-04,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Rybnik B5, Rybnik B6",,,2.0,,,,,,,,,,2026-02-05,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Rybnik B5, Rybnik B6",,,2.0,,,,,,,,,,2026-02-06,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Rybnik B5, Rybnik B6",,,2.0,,,,,,,,,,2026-02-07,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Rybnik B5, Rybnik B6",,,2.0,,,,,,,,,,2026-02-08,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Rybnik B5, Rybnik B6",,,2.0,,,,,,,,,,2026-02-09,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Rybnik B5, Rybnik B6",,,2.0,,,,,,,,,,2026-02-10,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Rybnik B5, Rybnik B6",,,2.0,,,,,,,,,,2026-02-11,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Rybnik B5, Rybnik B6",,,2.0,,,,,,,,,,2026-02-12,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Rybnik B5, Rybnik B6",,,2.0,,,,,,,,,,2026-02-13,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Rybnik B5, Rybnik B6",,,2.0,,,,,,,,,,2026-02-14,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Rybnik B5, Rybnik B6",,,2.0,,,,,,,,,,2026-02-15,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,"Rybnik B5, Rybnik B6",,,2.0,,,,,,,,,,2026-02-16,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-01-30,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,1,January 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-01-31,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,1,January 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-01,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-02,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-03,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-04,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-05,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-06,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-07,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-08,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-09,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-10,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-11,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-12,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-13,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-14,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-15,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-16,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-17,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-18,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-19,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-20,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-21,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-22,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-23,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-24,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-25,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-26,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-27,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-02-28,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,2,February 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-01,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-02,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-03,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-04,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-05,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-06,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-07,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-08,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-09,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-10,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-11,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-12,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-13,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-14,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-15,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-16,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-17,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-18,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-19,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-20,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-21,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-22,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-23,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-24,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-25,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-26,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-27,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-28,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-29,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-30,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-03-31,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,3,March 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-04-01,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,4,April 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-04-02,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,4,April 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-04-03,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,4,April 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-04-04,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,4,April 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-04-05,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,4,April 2026
,,EC Wrotków B1,,99.0,,,,,,,,,,,2026-04-06,2025-11-28 16:30:00.830,2025-11-28 15:30:00.830,2026,4,April 2026
